sample-id,1c64743f68251668fe10ecd563d7115c,69a9ddd672338abb0cef2b6cc3cdd988,c6bde16a7357fd01c8eda2cd9405104a,fb347af4b91a967e98e7be84d915048d,a94d349a1a12dd2110ddaa067816a3a6,4954fc9d1468485b81e35649f548f020,fdac228059abf9a37037c163d1de11b8,85e5895e2fdfdf63b97ccad36c74fb64,148fef114366d9a78eff952e01a3fa11,7881a57a8096f9bb46bda53921e31f7d,391dfbc1677dde4c9b3c403d296fd732,5d5b3c6a1dbd7a5272ea33975eefa879,2fa15e9ce75c9b4c07f70bef6240e952,547e4fa04a12742ca73f70c77ae28880,578295200558da45426c7645c14d09c2,412c48d730127d59d3610a0756dfdb80,b003e05cc22044ac6f1a5908fb6d768f,459e8f1dff1b6c778542965005630e3a,4dd1030f65486130d634926a58f9dddd,cda4180fc7a2925160bdbe9e396e7f23,33356af65c78348181d8ac9ef82841ed,8439c0c15e72041ffdad1623015cc500,6ca07efa32f225bafdd0c7bba29cc5cc,475a59bed8c14dd827d57db40105fd47,97142074e94b55d2669ef268d52c1bcf,f1c7a5f136c6e76384bbea78a139693b,532082411e79d66aae934f865be44965,52200ffb2ac4c6ce4fba737fb9a48a34,08d541be870e83efa06fb3dcb7d0b96b,4659a6295bcddef09d96da004e6af3e8,858632b1948f74005cccb386e6c44780,51f7b24a52c596653865874b847a2198,7fb6007cf694606ea373d80cfbc79a2b,8c5c1f8d0428a3a235431162f9b3e8ab,8444b90f1fa73d39f44bf9863b2dafeb,ee8e141d51546bda290fbd584cd21bba,76fad43176df2349313e184695ca7ff6,2f9a29afd5f53b724705e735df227a08,232e4b3757c60903b6e458f6990cc92a,de43dc108e577804a3b6aa6abd1ca250,a1d8ded47544628121a6f8476f2ed7e2,461c53763025399db295d103c5596d0b,52363da50b856e56679e29938a58b5c1,28dd80521eb9756aaa19123b12d342b1,ac5ce91cfd596616e0c25e773e850a9e,9bf5ee696c6b3acb33ee984dc5d0501c,f4096cd05963b8382e52d4891078cbab,8ef8ca344fe48fb275978a36a6e921d0,bbd2d6242c288c0b0dfe047de3df778b,fba9429a179051a50979cfac99a6999f,d0a4941405752f00f99080e3fdcbe346,400bbcf606631fe702d11184116a30ce,58f9fe0b96d84c4e1c717aeebca3ab95,fb53d93664d259c286ebbddbd0116cba,4e334f76297c6f89aed0aa220cbf7883,d5f8227841758a56fe09a2b8515ebccf,707eca0a530644446a94324bc0e6a344,485938ab12c13cf79413ea07b3a3e0b6,b40737726f70c18ca5623ed80bc9318e,c4a0b3315a13c1fa7216b01e4ec866af,a5a04e590a061a0b6fd725006c9d5ff7,9e96baa022ea618283f0d31379e68099,7c9ce586c36cc07b4c180e6ae392ac8d,bb3a1f3e3613e381de701d5265ccd04a,5d6727e675af9dc494e71ed0f2a373cf,3a86b8b510fe5b00bfd92a364a2bf954,ec3a160bb031370ade65cbcd2fece9d2,6bde9362044de5e0df52ad15d2a14717,44439abdb4b2b05b55a61738b05557a4,a4df3700ade9b1e067704be3708ac62c,c4296451a88476a63168f03074b01bb9,197a5cfabcbe2b5fc937ba6e2e93ef51,7b1a96b82d205f014d07a425f79b2d12,a0f5c9742e0d22e89d31e934125edf65,dab47fb9b4662e57ae1d617cb84d5a01,a338ccad7e004075ad798d239e94de74,5429175cb0a2d1c253b8d1c48cd69213,6387845fcbaf0e0af3f182572dce6a16,0cc4dcc1f48b161f6c33f0cc65b289a6,8039983fe5ffe81cb87f594b295184e3,9ac729c412e5024a5ee4d6407265ecf1,258403de170bbeb579836f652c200526,23830013fa033ee68215d86ac5c9a975,aa162079cdb1b19f765c47bd4020df70,b8d2ba841ee93fee2037119e082a2445,86b8f34ca96f5e103ff215a7e7c3e77c,c213cb82a6e3b09d610313cedc2fbe44,2de9c2637f9cecef8b1ad02539282413,0c5a83ffad6e0d38a78a5239daa5b133,f60f459a49e829a188beaf3a5b95e0a7,8521e276b704ffaa01fe96e059e440b2,737bd97cb8d15354778472859a1e2cc7,87f0f8f939bb2ceea2574ddfac08413b,19ccfb376ebf05f21968bddead41fc0b,1b6e9ba244eb9fdbe7bc15f83ac9f58f,9ed5c71d7644535035052a62a2b28f3e,09de395e8c93aaec09d8aa06b6a9417b,d0bde6ef53755146443a57c2dde4f45f,d20e1b6f944dfcd9632d25b0b37ed2f5,d7a9ecd6c067530fe8d2ce568bee817c,d4c39acc74e159a5a3cdd3199a9a958d,80c73f9602b4565ec99fc60fab30a743,7a4b9001d720b6b0c486f8610d5df6c4,a03171808ce5c9ff14bd854da6a8c0e2,2198e4c49f1f75645513ec2c53327970,808dce3d9e0e37a909483884eb078c86,c585162849bb0005bc99de8667d9a2f5,83f0722e3494477c1c455002dfa3c238,65622d3a4215f36a7cb97eba8090e665,7b5a18ebd08f3883369e2f6d17674446,95b9faf1fdd1c693c6b3176af305c5cf,d0e835738cf048d2579188a7524defad,5b8cc188980949279f81d7f8b51781de,fdf02436e1e0b76dd0eb4c27939bca8f,98a11de5520960cb9d3729a7d7b2604e,d2fc822a19a4535485ff4e46ae367be7,493d7657f7c1e07a84f84b5c9f15ae3f,b832bd917625045b308b69e5025a01e7,766fa62953cae9eb16093a98025692e3,921bcbfdc3d57eec3a0a10a86ac0c0e5,e41d50380be170685ef0b75fae2b3d84,1b0d52edcc88b06499b5338f79087f3c,ba65346c3d5bb7d838ecadb059aa9676,958a2f4ac5dfacf3514ede6bd9949936,e83ad07bca511aa3e85f1181e4a2cc60,d1840c948784bf24ab7e4131e4c3db97,7a751266741cc244d48b0291c75624f5,484d5b8065c57e28d81e75eb942e54cc,1707dcfd2473b742fbf2f6df11e85fd4,18ca8700fe289e0d62f441d028be1aff,09e43ebb3157681100493099ca1d72cf,ce2519bdd966b8aacfff3cad8feec163,cd4d3428a838c111398e19a70df875ca,a3adfb4d17b4f74f5f72d661c67b0bac,cefa760a9b5c51c3d699bd1b27569526,2d318f68ae1fef06f3ddb61c83b8096d,043eac4ef928e3947bd6fc55412ba74c,2e91b2e240bbcefe0a3496c4c0ac4820,4e0decec8ee6dceaa1e2943fbf61781b,00f2e71df08f077aab41e60a8dbd9323,ae351144e3b1c465a370627ae5f17bc2,5bbd358ce9a0993817d78792783fc63e,5ff45b5bd837a579489a8556c0769606,30e907f2d91913c68285cb793abbf502,fbe5fd81bcde3116e0b8707cb908b5e5,c726263b9735ed4ae7f2d479d9e9dcb3,daf123f1d3d2ed87a4ccaeee4f258b9a,8568e7227ab5c46e480342c06aba5497,67357a36927857baa695a59ba32b2fb6,cabaa85c83fd34cfe060d5b7a22d8ac3,1ded89233b7ef6e9b879d6ca47b790b7,b61a03d31d4bff253ed19f88a8c29884,f032a64827f59e7eea0640ff176fe3e6,da1e23e4c330319ab1a47f724fe3fdba,3a257aae4289bfbdfb3bfc8d0e6edb13,2f2d20099b2082b6298dd6115129e1b7,cd98ea787c4328c3795d4a30b12c9aeb,fcf6418c8c29dc0f8220fa56ef4a4ad8,d96f8aa0a3869782368cfec7328d91dd,1f24bd61fbf3f5225dfd33f733b08344,c2729a2514f55f32ee8678c4eddbf965,421c326a3862d94a186e791d93c4597e,f3d397e2ff3274c055da3f39d627684e,d36dd959f31f9eea578b94c2ab736095,155dba4c32a91f03277435d3b4272200,30d67843fa49dcd7cc95ba85c0add7a2,5b24db20bb543e57f7f23a3a796f49ce,515d9bde713a6d92cd373ae50bbed5aa,0681c0615337a7f1977b1097bcca68c9,0a1932270c7befd7c917d37422e2ec15,02c855e7d64b3ebbb6a02dc929df28b3,879e1c74036903936f838a5b019db8bc,e1a4d790760ecc25d4b1bc85e3414267,5065cf815cd2518da9d131fc7c7027a4,f40010b3edd377385f1de56e6a8086b2,9993a69782b4846dbc472710a98352f1,19210ab867eae443e19be887f6d1b03f,4f00051981921c447c7aacbc39f7fa3e,a836911f474530c01fcd810e5bf98f90,b0291191393bb2f452f75931cb8adee5,a435265a8d2925fbcd9ffdc28911c77d,da3c5b558ced37d3e1eb986bcfa0cec2,1d29a34a3db00c1dc5e535574013a32a,9e92a94ea5af2a948153814e58483521,daf1d184fbaf9905faec95c8714ba63a,9bc4b6bed53ce11d50084542a5d4bbf2,0a70cf31c0453d67b7f19ec939be0fec,686ede257feaad32fb3e14ae9af8fe8f,ee7c68d8a0513eabb4afde8a0dda487c,40b1fc6b646777c63fbce0292364ca22,05b9a08ecc7628980fd16219b3a71e8e,8966e51d7b1856aa8617efb1457beab2,batch,group
EC30,1748,860,833,711,542,450,432,318,277,263,243,207,197,174,173,168,165,156,152,143,135,129,126,119,119,108,104,100,97,97,96,85,80,75,74,71,66,64,61,58,57,54,54,50,49,48,47,46,45,43,42,41,40,38,38,37,32,31,31,31,30,29,28,28,27,26,26,24,24,23,23,21,21,21,20,20,19,17,17,16,16,16,16,15,15,14,14,14,13,12,11,10,10,10,10,10,10,9,9,9,8,8,8,8,8,7,7,7,7,7,7,7,7,7,6,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRJNA660092,Disease
EC35,3251,85,85,9,7,36,73,63,538,0,169,1,122,12,356,53,173,2229,8,7,62,3,3,4187,12,14,165,77,212,8,7,139,6,455,95,49,60,1312,0,0,0,2,318,276,250,77,5,11,0,17,131,96,16,281,319,0,85,4,36,111,10,1900,34,186,25,0,23,0,29,0,29,16,0,87,5,5,276,61,9,4,75,186,282,0,0,0,264,12,1,0,34,0,11,133,2,4,8,12,7,21,0,2,0,566,5,0,1,0,18,1043,0,0,2,17,2,6,68,0,0,60,0,0,0,16,10,15,5,4,72,0,62,3,7,11,11,55,5,11,19,3,0,103,0,64,168,93,79,40,38,34,32,28,28,17,14,10,7,7,7,5,4,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRJNA660092,Disease
ESCCT36,6581,303,34,12,36,12,800,13,216,0,1307,3,9,7,68,3457,53,9701,15,23,31,0,82,443,64,27,0,70,57,8,30,49,19,14,0,18,20,187,8,0,15,0,11,0,153,33,82,3,0,4,0,18,0,214,334,0,0,87,5,116,10,162,19,14,10,0,100,32,50,0,0,6,2,2086,3,5,166,1465,3,21,28,17,71,0,350,2,9,17,0,10,136,0,0,86,5,0,0,0,8,66,0,0,20,555,16,0,26,2,474,187,11,456,0,0,5,3,29,87,0,224,0,3,0,24,0,20,7,5,3,3,2,0,60,248,0,24,0,11,6,0,1,10999,0,0,0,75,1290,46,8,0,102,4,4,1,61,0,0,0,2,6,178,10,0,0,34,1463,1248,133,84,78,35,29,24,24,21,16,11,7,7,6,5,5,3,3,0,0,0,0,0,0,0,0,PRJNA853196,Disease
C22,2948,576,0,5,0,45,823,30,958,0,603,0,0,8,199,501,0,2107,60,173,104,3,0,0,135,19,57,63,406,8,18,165,49,21,7,0,0,1111,8,2,0,3,0,0,362,59,36,0,1,28,59,0,4,283,4,93,35,99,28,255,0,333,23,43,7,0,18,25,118,0,0,0,0,47,0,0,22,444,0,21,124,23,29,0,2,11,99,24,12,0,19,0,0,36,0,4,2,11,0,0,56,24,33,356,43,0,0,0,75,372,0,0,0,0,24,5,40,0,0,50,0,0,0,50,2,3,4,5,0,0,0,8,0,647,7,10,0,0,0,0,0,0,0,0,0,270,56,0,3,0,201,11,0,0,0,0,0,7,0,0,2,8,4,0,0,6,1126,147,0,52,0,6,17,0,0,0,52,0,4,4,4,0,0,14,117,29,5,3,3,0,0,0,PRJNA660092,Control
EC10,6914,0,0,0,0,0,0,0,0,0,11801,0,0,0,0,0,0,2,0,0,0,0,0,0,35,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,609,0,0,0,0,146,0,0,0,5,204,0,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,123,0,0,0,2244,0,0,7149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,671,1125,0,101,0,0,247,0,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRJNA660092,Disease
C14,2265,541,1579,65,0,64,285,18,859,328,982,25,21,101,0,480,243,5057,27,13,45,2,28,3054,67,181,17,52,224,13,0,127,66,207,0,283,156,1382,2,22,10,4,37,0,76,211,70,34,32,57,571,6,0,105,83,0,108,57,22,43,39,240,279,9,305,2,8,35,305,0,0,0,556,168,0,0,19,211,0,31,35,150,108,48,121,37,545,0,6,60,19,0,4,14,2,0,5,0,6,0,18,3,0,66,101,0,7,0,9,380,5,0,0,52,0,8,17,14,0,46,7,0,4,0,18,37,4,56,0,36,17,0,0,73,8,204,3,0,0,0,119,0,336,14,152,0,547,0,27,1,4,4,63,0,0,26,0,0,0,11,0,7,25,4,1,85,0,0,0,0,6,0,15,0,17,0,0,7,0,16,0,53,7,2,291,0,1,0,27,118,3,0,PRJNA660092,Control
CQEC12,2553,58,0,69,55,0,29,0,0,0,745,103,0,0,0,0,4,1297,81,0,0,63,0,0,675,693,20,7,0,67,0,0,0,105,3,7,0,0,3,4,229,0,20,665,0,34,18,175,0,26,998,122,0,26,0,5,0,71,86,78,3,1,30,101,1271,4,306,0,474,35,0,0,0,4915,0,0,42,837,9,669,81,0,8,0,794,0,0,3,57,1034,23,62,0,22,0,5,0,0,0,181,0,49,93,49,0,4,8,0,1212,2,0,785,0,17,2,0,277,0,0,61,0,0,86,0,7,745,12,83,0,0,44,0,26,6435,15,28,0,0,2,0,0,0,1104,0,0,0,0,0,0,0,515,0,12,0,0,0,8,2,20,0,5,17,0,15,425,6203,3099,86,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,32,0,373,9,6,13,Chongqing Cohort,Disease
ESCCT46,1814,364,59,13,73,20,4916,12,344,0,4207,0,4,41,124,2060,75,13045,8,2,44,4,6,254,21,40,0,304,0,7,0,62,10,1032,0,21,14,0,3,0,40,2,49,0,114,24,34,3,0,18,0,4,0,334,3629,25,4,36,95,192,3,369,18,10,4,0,132,0,39,5,402,0,179,354,0,2,178,328,37,44,2,10,246,0,240,0,9,3,3,2,102,0,0,73,0,3,0,0,1,56,17,22,32,611,6,0,2,0,344,230,10,0,0,15,19,0,247,28,2,460,0,0,0,139,1,1,4,3,0,0,0,0,111,208,5,3,1,0,111,0,0,90,536,0,0,0,4414,100,0,8,37,24,11,0,0,32,0,0,0,0,347,13,2,4,109,358,841,147,0,22,13,3,0,58,31,0,0,0,8,3,10,3,318,3,0,0,10,45,0,4,7,8,PRJNA853196,Disease
CQC15,6792,0,1355,0,0,0,0,0,582,0,52,0,0,0,0,0,3550,0,0,563,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,30683,2156,0,0,0,0,0,532,0,0,8209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,174,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,158,0,0,0,0,6242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chongqing Cohort,Control
ESCCT3,2180,85,401,20,40,13,827,5,687,189,653,0,7,53,0,431,146,1638,3,65,40,0,24,540,26,38,3,63,162,3,2,208,51,9,0,2,33,887,0,2,616,3,16,150,439,144,51,0,1,11,0,14,0,189,56,28,0,17,8,97,1,92,34,18,8,0,50,5,28,2,0,0,554,148,0,2,123,239,4,18,30,3,239,48,168,0,10,0,0,15,76,0,4,122,0,0,3,0,0,31,0,0,41,274,13,0,3,3,203,212,8,17,2,0,2,3,20,95,0,255,0,0,0,18,0,19,7,6,8,0,0,3,0,15,0,2,0,5,7,0,0,0,247,0,0,123,88,70,6,5,28,12,15,6,4,2,0,1,0,0,76,0,17,0,0,95,269,63,15,7,3,0,0,7,0,11,0,0,17,7,5,0,0,5,311,3,0,7,11,0,6,0,PRJNA853196,Disease
